File type	File format type	Output type	File assembly	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications gene targets	Experiment target	Library made from	Experiment date released	Project	File download URL
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	MEF2A-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF031NTF/@@download/ENCFF031NTF.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002107	liver	tissue	Homo sapiens	NA	NA	NA	NA	HNF4A-human	DNA	2016-06-30	ENCODE	https://www.encodeproject.org/files/ENCFF476CEF/@@download/ENCFF476CEF.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens	NA	NA	NA	NA	POLR2A-human	DNA	2016-11-07	ENCODE	https://www.encodeproject.org/files/ENCFF618BDP/@@download/ENCFF618BDP.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2017-01-30	ENCODE	https://www.encodeproject.org/files/ENCFF165RCX/@@download/ENCFF165RCX.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF470ELM/@@download/ENCFF470ELM.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	TCF3-human	DNA	2012-02-29	ENCODE	https://www.encodeproject.org/files/ENCFF700TAS/@@download/ENCFF700TAS.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	JUN-human	DNA	2017-10-19	GGR	https://www.encodeproject.org/files/ENCFF922XJF/@@download/ENCFF922XJF.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2016-10-31	ENCODE	https://www.encodeproject.org/files/ENCFF120RSA/@@download/ENCFF120RSA.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002106	spleen	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2016-07-11	ENCODE	https://www.encodeproject.org/files/ENCFF047BEO/@@download/ENCFF047BEO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002824	HCT116	cell line	Homo sapiens	5-Phenyl-1H-indole-3-acetic acid	CRISPR	insertion	/genes/17/	CTCF-human	DNA	2022-07-21	ENCODE	https://www.encodeproject.org/files/ENCFF673EMS/@@download/ENCFF673EMS.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2017-06-21	ENCODE	https://www.encodeproject.org/files/ENCFF181DWD/@@download/ENCFF181DWD.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	HIVEP1-human	DNA	2020-08-03	ENCODE	https://www.encodeproject.org/files/ENCFF449JMB/@@download/ENCFF449JMB.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2016-11-07	ENCODE	https://www.encodeproject.org/files/ENCFF225IGV/@@download/ENCFF225IGV.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens	NA	NA	NA	NA	H3K36me3-human	DNA	2016-11-04	ENCODE	https://www.encodeproject.org/files/ENCFF248LLX/@@download/ENCFF248LLX.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002824	HCT116	cell line	Homo sapiens	NA	NA	NA	NA	CEBPB-human	DNA	2012-09-10	ENCODE	https://www.encodeproject.org/files/ENCFF963FVR/@@download/ENCFF963FVR.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2019-08-01	ENCODE	https://www.encodeproject.org/files/ENCFF851XPN/@@download/ENCFF851XPN.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	ONECUT2-human	DNA	2020-07-08	ENCODE	https://www.encodeproject.org/files/ENCFF417HLM/@@download/ENCFF417HLM.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0005347	GM15510	cell line	Homo sapiens	tumor necrosis factor	NA	NA	NA	RELA-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF378SFI/@@download/ENCFF378SFI.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	NA	NA	NA	IRF3-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF619GRL/@@download/ENCFF619GRL.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-11	ENCODE	https://www.encodeproject.org/files/ENCFF100GSU/@@download/ENCFF100GSU.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	MYC-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF675PHY/@@download/ENCFF675PHY.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	BHLHE40-human	DNA	2017-01-31	ENCODE	https://www.encodeproject.org/files/ENCFF445XYV/@@download/ENCFF445XYV.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	POLR2A-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF874DIV/@@download/ENCFF874DIV.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	NR2F6-human	DNA	2020-06-30	ENCODE	https://www.encodeproject.org/files/ENCFF529SRS/@@download/ENCFF529SRS.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0001182	HEK293	cell line	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2014-07-07	ENCODE	https://www.encodeproject.org/files/ENCFF225FPN/@@download/ENCFF225FPN.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	HES1-human	DNA	2016-07-08	ENCODE	https://www.encodeproject.org/files/ENCFF671ZGP/@@download/ENCFF671ZGP.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens	NA	NA	NA	NA	SREBF2-human	DNA	2014-07-07	ENCODE	https://www.encodeproject.org/files/ENCFF139YNT/@@download/ENCFF139YNT.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	MEF2A-human	DNA	2011-07-18	ENCODE	https://www.encodeproject.org/files/ENCFF826GQU/@@download/ENCFF826GQU.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0005715	WERI-Rb-1	cell line	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2020-08-28	ENCODE	https://www.encodeproject.org/files/ENCFF284YHN/@@download/ENCFF284YHN.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	GATA2-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF497ISV/@@download/ENCFF497ISV.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0005715	WERI-Rb-1	cell line	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2021-04-06	ENCODE	https://www.encodeproject.org/files/ENCFF367GYJ/@@download/ENCFF367GYJ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2011-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF949KVG/@@download/ENCFF949KVG.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	EFO:0005715	WERI-Rb-1	cell line	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2021-04-06	ENCODE	https://www.encodeproject.org/files/ENCFF658GVU/@@download/ENCFF658GVU.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0000473	testis	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2017-01-30	ENCODE	https://www.encodeproject.org/files/ENCFF871GVU/@@download/ENCFF871GVU.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-12	ENCODE	https://www.encodeproject.org/files/ENCFF084BJV/@@download/ENCFF084BJV.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-06-17	ENCODE	https://www.encodeproject.org/files/ENCFF046BNJ/@@download/ENCFF046BNJ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF049VHE/@@download/ENCFF049VHE.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2020-09-28	ENCODE	https://www.encodeproject.org/files/ENCFF627FIO/@@download/ENCFF627FIO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	NA	CRISPR	insertion	NA	PRDM1-human	DNA	2020-07-08	ENCODE	https://www.encodeproject.org/files/ENCFF719BHI/@@download/ENCFF719BHI.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	BCL3-human	DNA	2016-10-27	GGR	https://www.encodeproject.org/files/ENCFF692AIZ/@@download/ENCFF692AIZ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens	NA	NA	NA	NA	REST-human	DNA	2012-02-29	ENCODE	https://www.encodeproject.org/files/ENCFF262MRD/@@download/ENCFF262MRD.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	JUN-human	DNA	2016-12-20	GGR	https://www.encodeproject.org/files/ENCFF107TVC/@@download/ENCFF107TVC.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	IRF2-human	DNA	2018-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF992KZC/@@download/ENCFF992KZC.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	NFIB-human	DNA	2021-08-13	ENCODE	https://www.encodeproject.org/files/ENCFF127ZZG/@@download/ENCFF127ZZG.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF006JBO/@@download/ENCFF006JBO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	CRISPR	insertion	NA	SRF-human	DNA	2020-06-30	ENCODE	https://www.encodeproject.org/files/ENCFF087EVW/@@download/ENCFF087EVW.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF642GVX/@@download/ENCFF642GVX.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2020-08-05	ENCODE	https://www.encodeproject.org/files/ENCFF012BKZ/@@download/ENCFF012BKZ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2016-08-09	ENCODE	https://www.encodeproject.org/files/ENCFF538QNE/@@download/ENCFF538QNE.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2017-01-30	ENCODE	https://www.encodeproject.org/files/ENCFF060DLE/@@download/ENCFF060DLE.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2016-10-26	ENCODE	https://www.encodeproject.org/files/ENCFF372BKD/@@download/ENCFF372BKD.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0005718	Ishikawa	cell line	Homo sapiens	NA	NA	NA	NA	MAX-human	DNA	2012-09-10	ENCODE	https://www.encodeproject.org/files/ENCFF200RKW/@@download/ENCFF200RKW.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2021-05-06	ENCODE	https://www.encodeproject.org/files/ENCFF954FED/@@download/ENCFF954FED.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2021-04-13	ENCODE	https://www.encodeproject.org/files/ENCFF140FHE/@@download/ENCFF140FHE.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	insertion	NA	JUNB-human	DNA	2011-06-03	ENCODE	https://www.encodeproject.org/files/ENCFF362UGH/@@download/ENCFF362UGH.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF231KCT/@@download/ENCFF231KCT.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2017-01-06	ENCODE	https://www.encodeproject.org/files/ENCFF006VJZ/@@download/ENCFF006VJZ.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2021-05-06	ENCODE	https://www.encodeproject.org/files/ENCFF205LFV/@@download/ENCFF205LFV.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2021-05-06	ENCODE	https://www.encodeproject.org/files/ENCFF916QMC/@@download/ENCFF916QMC.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002084	heart left ventricle	tissue	Homo sapiens	NA	NA	NA	NA	H3K9me3-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF453TCJ/@@download/ENCFF453TCJ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001182	HEK293	cell line	Homo sapiens	NA	site-specific recombination	insertion	NA	KLF8-human	DNA	2016-10-07	ENCODE	https://www.encodeproject.org/files/ENCFF790TTV/@@download/ENCFF790TTV.bed.gz
bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	NFE2-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF714MVQ/@@download/ENCFF714MVQ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0003042	H1	cell line	Homo sapiens	NA	NA	NA	NA	MYC-human	DNA	2011-03-17	ENCODE	https://www.encodeproject.org/files/ENCFF049SMR/@@download/ENCFF049SMR.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0002626	head of caudate nucleus	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-06-17	ENCODE	https://www.encodeproject.org/files/ENCFF306FTN/@@download/ENCFF306FTN.bed.gz
bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002071	LNCAP	cell line	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2017-06-29	ENCODE	https://www.encodeproject.org/files/ENCFF850DQJ/@@download/ENCFF850DQJ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002071	LNCAP	cell line	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2017-06-29	ENCODE	https://www.encodeproject.org/files/ENCFF275GDH/@@download/ENCFF275GDH.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	CREM-human	DNA	2020-07-09	ENCODE	https://www.encodeproject.org/files/ENCFF023EDF/@@download/ENCFF023EDF.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2020-08-17	ENCODE	https://www.encodeproject.org/files/ENCFF442JHH/@@download/ENCFF442JHH.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0002080	heart right ventricle	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2021-09-21	ENCODE	https://www.encodeproject.org/files/ENCFF764OBT/@@download/ENCFF764OBT.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me3-human	DNA	2021-06-24	ENCODE	https://www.encodeproject.org/files/ENCFF019ZWE/@@download/ENCFF019ZWE.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	HNF4G-human	DNA	2020-08-17	ENCODE	https://www.encodeproject.org/files/ENCFF413UQM/@@download/ENCFF413UQM.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens	NA	NA	NA	NA	NFYA-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF865QSV/@@download/ENCFF865QSV.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF503GIR/@@download/ENCFF503GIR.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001187	HepG2	cell line	Homo sapiens	NA	CRISPR	insertion	NA	FOSL1-human	DNA	2021-08-13	ENCODE	https://www.encodeproject.org/files/ENCFF497SIC/@@download/ENCFF497SIC.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0003072	SK-N-SH	cell line	Homo sapiens	NA	NA	NA	NA	MEF2A-human	DNA	2012-09-10	ENCODE	https://www.encodeproject.org/files/ENCFF146AYQ/@@download/ENCFF146AYQ.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0009747	WTC11	cell line	Homo sapiens	NA	CRISPR	insertion	NA	MLX-human	DNA	2023-01-06	ENCODE	https://www.encodeproject.org/files/ENCFF269CPF/@@download/ENCFF269CPF.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001196	IMR-90	cell line	Homo sapiens	NA	NA	NA	NA	NFE2L2-human	DNA	2016-09-01	ENCODE	https://www.encodeproject.org/files/ENCFF585XWV/@@download/ENCFF585XWV.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001203	MCF-7	cell line	Homo sapiens	NA	NA	NA	NA	GATA3-human	DNA	2012-05-14	ENCODE	https://www.encodeproject.org/files/ENCFF381ULU/@@download/ENCFF381ULU.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001086	A549	cell line	Homo sapiens	dexamethasone	NA	NA	NA	JUNB-human	DNA	2016-12-20	GGR	https://www.encodeproject.org/files/ENCFF816BRA/@@download/ENCFF816BRA.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2022-01-06	ENCODE	https://www.encodeproject.org/files/ENCFF276LSC/@@download/ENCFF276LSC.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	ATAC-seq	UBERON:0001264	pancreas	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2020-08-17	ENCODE	https://www.encodeproject.org/files/ENCFF305BGH/@@download/ENCFF305BGH.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001264	pancreas	tissue	Homo sapiens	NA	NA	NA	NA	H3K27me3-human	DNA	2021-05-06	ENCODE	https://www.encodeproject.org/files/ENCFF479SPJ/@@download/ENCFF479SPJ.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0009834	dorsolateral prefrontal cortex	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2021-01-12	ENCODE	https://www.encodeproject.org/files/ENCFF771YBO/@@download/ENCFF771YBO.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0005726	LNCaP clone FGC	cell line	Homo sapiens	17β-hydroxy-17-methylestra-4,9,11-trien-3-one	NA	NA	NA	CTCF-human	DNA	2012-08-27	ENCODE	https://www.encodeproject.org/files/ENCFF229ROH/@@download/ENCFF229ROH.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002791	HeLa-S3	cell line	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2011-02-10	ENCODE	https://www.encodeproject.org/files/ENCFF111RWV/@@download/ENCFF111RWV.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2017-03-22	ENCODE	https://www.encodeproject.org/files/ENCFF632OTA/@@download/ENCFF632OTA.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0001182	HEK293	cell line	Homo sapiens	NA	site-specific recombination	insertion	NA	FEZF1-human	DNA	2016-10-14	ENCODE	https://www.encodeproject.org/files/ENCFF850UEN/@@download/ENCFF850UEN.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens	NA	NA	NA	NA	H3K27ac-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF945XND/@@download/ENCFF945XND.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002067	K562	cell line	Homo sapiens	NA	NA	NA	NA	ELK1-human	DNA	2012-08-20	ENCODE	https://www.encodeproject.org/files/ENCFF715WGN/@@download/ENCFF715WGN.bed.gz
bed	narrowPeak	pseudoreplicated peaks	GRCh38	Histone ChIP-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens	NA	NA	NA	NA	H3K4me1-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF501MHY/@@download/ENCFF501MHY.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0005349	GM18951	cell line	Homo sapiens	tumor necrosis factor	NA	NA	NA	RELA-human	DNA	2011-10-29	ENCODE	https://www.encodeproject.org/files/ENCFF730UOY/@@download/ENCFF730UOY.bed.gz
bed	narrowPeak	peaks	GRCh38	DNase-seq	UBERON:0007610	tibial artery	tissue	Homo sapiens	NA	NA	NA	NA	NA	DNA	2019-11-08	ENCODE	https://www.encodeproject.org/files/ENCFF872XQH/@@download/ENCFF872XQH.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	EFO:0002824	HCT116	cell line	Homo sapiens	NA	CRISPR	insertion	/genes/17/	CTCF-human	DNA	2022-07-21	ENCODE	https://www.encodeproject.org/files/ENCFF067QSR/@@download/ENCFF067QSR.bed.gz
bed	narrowPeak	IDR thresholded peaks	GRCh38	TF ChIP-seq	UBERON:0000473	testis	tissue	Homo sapiens	NA	NA	NA	NA	CTCF-human	DNA	2019-09-11	ENCODE	https://www.encodeproject.org/files/ENCFF917CYG/@@download/ENCFF917CYG.bed.gz
