File type,File format type,Output type,File assembly,Assay,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample genetic modifications methods,Biosample genetic modifications categories,Experiment target,Library made from,Experiment date released,Project,Lab,File download URL
bigWig,,plus strand signal of unique reads,mm10,total RNA-seq,left cerebral cortex,tissue,Mus musculus,,,,,RNA,2021-08-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF191ETV/@@download/ENCFF191ETV.bigWig
bigWig,,minus strand signal of unique reads,mm10,total RNA-seq,left cerebral cortex,tissue,Mus musculus,,,,,RNA,2021-08-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF600SWA/@@download/ENCFF600SWA.bigWig
tsv,,gene quantifications,mm10,total RNA-seq,left cerebral cortex,tissue,Mus musculus,,,,,RNA,2021-08-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF759EMR/@@download/ENCFF759EMR.tsv
bigWig,,signal p-value,mm10,TF ChIP-seq,CH12.LX,cell line,Mus musculus,,,,MAFK-mouse,DNA,2011-09-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF675GLU/@@download/ENCFF675GLU.bigWig
bigBed,narrowPeak,IDR thresholded peaks,mm10,TF ChIP-seq,CH12.LX,cell line,Mus musculus,,,,MAFK-mouse,DNA,2011-09-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF012UEU/@@download/ENCFF012UEU.bigBed
bed,narrowPeak,IDR thresholded peaks,mm10,TF ChIP-seq,CH12.LX,cell line,Mus musculus,,,,MAFK-mouse,DNA,2011-09-19,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF996JSN/@@download/ENCFF996JSN.bed.gz
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"stimulated activated naive CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2, Interleukin-15",,,H3K27ac-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF827TJV/@@download/ENCFF827TJV.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"stimulated activated naive CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2, Interleukin-15",,,H3K27ac-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF182YQI/@@download/ENCFF182YQI.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"stimulated activated naive CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2, Interleukin-15",,,H3K27ac-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF164VCM/@@download/ENCFF164VCM.bed.gz
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,SETDB1-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF319ZYX/@@download/ENCFF319ZYX.bed.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,SETDB1-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF940LMM/@@download/ENCFF940LMM.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,SETDB1-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF348FRY/@@download/ENCFF348FRY.bigBed
bigWig,,plus strand signal of all reads,mm10,microRNA-seq,gastrocnemius,tissue,Mus musculus,,,,,miRNA,2021-09-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF241ITS/@@download/ENCFF241ITS.bigWig
tsv,,microRNA quantifications,mm10,microRNA-seq,gastrocnemius,tissue,Mus musculus,,,,,miRNA,2021-09-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF810XKL/@@download/ENCFF810XKL.tsv
bigWig,,minus strand signal of all reads,mm10,microRNA-seq,gastrocnemius,tissue,Mus musculus,,,,,miRNA,2021-09-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF835ODH/@@download/ENCFF835ODH.bigWig
bigWig,,signal p-value,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,CBX3-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF784XPM/@@download/ENCFF784XPM.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,CBX3-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF068OEJ/@@download/ENCFF068OEJ.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,K562,cell line,Homo sapiens,,,,CBX3-human,DNA,2012-08-06,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF733JGD/@@download/ENCFF733JGD.bigBed
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,RBM19-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF466DGB/@@download/ENCFF466DGB.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,RBM19-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF947MYP/@@download/ENCFF947MYP.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,RBM19-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF904PKU/@@download/ENCFF904PKU.tsv
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,T-cell,primary cell,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF629ZVM/@@download/ENCFF629ZVM.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,T-cell,primary cell,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF555DNO/@@download/ENCFF555DNO.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,T-cell,primary cell,Homo sapiens,,,,H3K9me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF298OYG/@@download/ENCFF298OYG.bigBed
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,MCF 10A,cell line,Homo sapiens,afimoxifene,,,E2F4-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF580EMK/@@download/ENCFF580EMK.bed.gz
bigWig,,signal p-value,GRCh38,TF ChIP-seq,MCF 10A,cell line,Homo sapiens,afimoxifene,,,E2F4-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF746OYY/@@download/ENCFF746OYY.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,MCF 10A,cell line,Homo sapiens,afimoxifene,,,E2F4-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF075UGR/@@download/ENCFF075UGR.bigBed
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,endodermal cell,in vitro differentiated cells,Homo sapiens,,,,H3K27me3-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF633ERE/@@download/ENCFF633ERE.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,endodermal cell,in vitro differentiated cells,Homo sapiens,,,,H3K27me3-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF240DZY/@@download/ENCFF240DZY.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,endodermal cell,in vitro differentiated cells,Homo sapiens,,,,H3K27me3-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF194LOR/@@download/ENCFF194LOR.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"activated CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2",,,H3K27me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF141AAH/@@download/ENCFF141AAH.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"activated CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2",,,H3K27me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF271OHS/@@download/ENCFF271OHS.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"activated CD8-positive, alpha-beta T cell",primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2",,,H3K27me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF282ZDL/@@download/ENCFF282ZDL.bigWig
bigWig,,signal p-value,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,dan-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF244DJO/@@download/ENCFF244DJO.bigWig
bigBed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,dan-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF123JIJ/@@download/ENCFF123JIJ.bigBed
bed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,dan-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF873THE/@@download/ENCFF873THE.bed.gz
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"activated CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,anti-CD3 and anti-CD28 coated beads,,,H3K27me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF621VAJ/@@download/ENCFF621VAJ.bed.gz
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,"activated CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,anti-CD3 and anti-CD28 coated beads,,,H3K27me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF945UHF/@@download/ENCFF945UHF.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,"activated CD4-positive, alpha-beta T cell",primary cell,Homo sapiens,anti-CD3 and anti-CD28 coated beads,,,H3K27me3-human,DNA,2021-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF442BHG/@@download/ENCFF442BHG.bigBed
bigWig,,signal p-value,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,Rfx-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF235YVB/@@download/ENCFF235YVB.bigWig
bed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,Rfx-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF490KUD/@@download/ENCFF490KUD.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,Rfx-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF914OLJ/@@download/ENCFF914OLJ.bigBed
bed,narrowPeak,pseudoreplicated peaks,mm10,Histone ChIP-seq,placenta,tissue,Mus musculus,,,,H3K27ac-mouse,DNA,2012-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF766OIY/@@download/ENCFF766OIY.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,mm10,Histone ChIP-seq,placenta,tissue,Mus musculus,,,,H3K27ac-mouse,DNA,2012-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF780RBO/@@download/ENCFF780RBO.bigBed
bigWig,,signal p-value,mm10,Histone ChIP-seq,placenta,tissue,Mus musculus,,,,H3K27ac-mouse,DNA,2012-03-28,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF777TUV/@@download/ENCFF777TUV.bigWig
bigWig,,signal p-value,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,ELK1-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF385JTY/@@download/ENCFF385JTY.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,ELK1-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF164MPE/@@download/ENCFF164MPE.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,GM12878,cell line,Homo sapiens,,,,ELK1-human,DNA,2012-05-14,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF807NFQ/@@download/ENCFF807NFQ.bigBed
bigWig,,signal p-value,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,CG32121-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF377XEQ/@@download/ENCFF377XEQ.bigWig
bed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,CG32121-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF172SKV/@@download/ENCFF172SKV.bed.gz
bigBed,narrowPeak,IDR thresholded peaks,dm6,TF ChIP-seq,whole organism,whole organisms,Drosophila melanogaster,,site-specific recombination,insertion,CG32121-dmelanogaster,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF168BIA/@@download/ENCFF168BIA.bigBed
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF765IHL/@@download/ENCFF765IHL.bigWig
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF962UHS/@@download/ENCFF962UHS.bigBed
bed,narrowPeak,peaks,GRCh38,DNase-seq,posterior cingulate gyrus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF189OSV/@@download/ENCFF189OSV.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,mm10,Histone ChIP-seq,erythroblast,primary cell,Mus musculus,,,,H3K36me3-mouse,DNA,2012-04-30,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF999KID/@@download/ENCFF999KID.bigBed
bed,narrowPeak,pseudoreplicated peaks,mm10,Histone ChIP-seq,erythroblast,primary cell,Mus musculus,,,,H3K36me3-mouse,DNA,2012-04-30,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF571SDN/@@download/ENCFF571SDN.bed.gz
bigWig,,signal p-value,mm10,Histone ChIP-seq,erythroblast,primary cell,Mus musculus,,,,H3K36me3-mouse,DNA,2012-04-30,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF608EUV/@@download/ENCFF608EUV.bigWig
tsv,,gene quantifications,GRCh38,total RNA-seq,WTC11,cell line,Homo sapiens,IWP-2,,,,RNA,2022-07-22,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF677PPG/@@download/ENCFF677PPG.tsv
bigWig,,signal of unique reads,GRCh38,total RNA-seq,WTC11,cell line,Homo sapiens,IWP-2,,,,RNA,2022-07-22,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF570ZSQ/@@download/ENCFF570ZSQ.bigWig
bigBed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,Ishikawa,cell line,Homo sapiens,,,,CEBPB-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF010USJ/@@download/ENCFF010USJ.bigBed
bigWig,,signal p-value,GRCh38,TF ChIP-seq,Ishikawa,cell line,Homo sapiens,,,,CEBPB-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF095WDG/@@download/ENCFF095WDG.bigWig
bed,narrowPeak,IDR thresholded peaks,GRCh38,TF ChIP-seq,Ishikawa,cell line,Homo sapiens,,,,CEBPB-human,DNA,2012-09-10,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF592ZPR/@@download/ENCFF592ZPR.bed.gz
bigWig,,signal p-value,GRCh38,ATAC-seq,GM18520,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF706QBG/@@download/ENCFF706QBG.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,GM18520,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF690BFN/@@download/ENCFF690BFN.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,GM18520,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF952YBK/@@download/ENCFF952YBK.bigBed
bigWig,,plus strand signal of unique reads,GRCh38,polyA minus RNA-seq,keratinocyte,primary cell,Homo sapiens,,,,,RNA,2011-10-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF924LDS/@@download/ENCFF924LDS.bigWig
bigWig,,minus strand signal of unique reads,GRCh38,polyA minus RNA-seq,keratinocyte,primary cell,Homo sapiens,,,,,RNA,2011-10-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF963GZE/@@download/ENCFF963GZE.bigWig
tsv,,gene quantifications,GRCh38,polyA minus RNA-seq,keratinocyte,primary cell,Homo sapiens,,,,,RNA,2011-10-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF201RSZ/@@download/ENCFF201RSZ.tsv
bigWig,,minus strand signal of all reads,mm10,microRNA-seq,layer of hippocampus,tissue,Mus musculus,,,,,miRNA,2021-09-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF245BNL/@@download/ENCFF245BNL.bigWig
bigWig,,plus strand signal of all reads,mm10,microRNA-seq,layer of hippocampus,tissue,Mus musculus,,,,,miRNA,2021-09-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF774XDH/@@download/ENCFF774XDH.bigWig
tsv,,microRNA quantifications,mm10,microRNA-seq,layer of hippocampus,tissue,Mus musculus,,,,,miRNA,2021-09-08,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF058BCQ/@@download/ENCFF058BCQ.tsv
bigWig,,minus strand signal of unique reads,GRCh38,polyA minus RNA-seq,H1,cell line,Homo sapiens,,,,,RNA,2011-10-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF497JPD/@@download/ENCFF497JPD.bigWig
tsv,,gene quantifications,GRCh38,polyA minus RNA-seq,H1,cell line,Homo sapiens,,,,,RNA,2011-10-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF830FHB/@@download/ENCFF830FHB.tsv
bigWig,,plus strand signal of unique reads,GRCh38,polyA minus RNA-seq,H1,cell line,Homo sapiens,,,,,RNA,2011-10-17,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF749RMP/@@download/ENCFF749RMP.bigWig
bigBed,narrowPeak,peaks,GRCh38,DNase-seq,head of caudate nucleus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF607XYU/@@download/ENCFF607XYU.bigBed
bed,narrowPeak,peaks,GRCh38,DNase-seq,head of caudate nucleus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF034FHR/@@download/ENCFF034FHR.bed.gz
bigWig,,read-depth normalized signal,GRCh38,DNase-seq,head of caudate nucleus,tissue,Homo sapiens,,,,,DNA,2021-01-12,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF172WCN/@@download/ENCFF172WCN.bigWig
bigWig,,signal p-value,GRCh38,ATAC-seq,GM19035,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF105VMH/@@download/ENCFF105VMH.bigWig
bed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,GM19035,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF840HAH/@@download/ENCFF840HAH.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,GM19035,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF550SJE/@@download/ENCFF550SJE.bigBed
bigWig,,minus strand signal of unique reads,mm10,total RNA-seq,heart,tissue,Mus musculus,,,,,RNA,2021-08-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF071XJN/@@download/ENCFF071XJN.bigWig
tsv,,gene quantifications,mm10,total RNA-seq,heart,tissue,Mus musculus,,,,,RNA,2021-08-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF073NYG/@@download/ENCFF073NYG.tsv
bigWig,,plus strand signal of unique reads,mm10,total RNA-seq,heart,tissue,Mus musculus,,,,,RNA,2021-08-18,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF539NHK/@@download/ENCFF539NHK.bigWig
bigBed,narrowPeak,peaks,hg19,DNase-seq,aortic smooth muscle cell,primary cell,Homo sapiens,serum free,,,,DNA,2011-04-19,ENCODE,"Gregory Crawford, Duke",https://www.encodeproject.org/files/ENCFF000ACT/@@download/ENCFF000ACT.bigBed
bigWig,,signal,hg19,DNase-seq,aortic smooth muscle cell,primary cell,Homo sapiens,serum free,,,,DNA,2011-04-19,ENCODE,"Gregory Crawford, Duke",https://www.encodeproject.org/files/ENCFF000SFC/@@download/ENCFF000SFC.bigWig
bed,narrowPeak,peaks,hg19,DNase-seq,aortic smooth muscle cell,primary cell,Homo sapiens,serum free,,,,DNA,2011-04-19,ENCODE,"Gregory Crawford, Duke",https://www.encodeproject.org/files/ENCFF001SOG/@@download/ENCFF001SOG.bed.gz
bed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,activated T-helper 2 cell,primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2, Interleukin-4, Interferon-gamma antibody",,,H3K36me3-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF618HNJ/@@download/ENCFF618HNJ.bed.gz
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,Mint-ChIP-seq,activated T-helper 2 cell,primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2, Interleukin-4, Interferon-gamma antibody",,,H3K36me3-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF353RTC/@@download/ENCFF353RTC.bigBed
bigWig,,signal p-value,GRCh38,Mint-ChIP-seq,activated T-helper 2 cell,primary cell,Homo sapiens,"anti-CD3 and anti-CD28 coated beads, Interleukin-2, Interleukin-4, Interferon-gamma antibody",,,H3K36me3-human,DNA,2021-06-24,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF200GKV/@@download/ENCFF200GKV.bigWig
tsv,,gene quantifications,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SMAD5-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF059FQH/@@download/ENCFF059FQH.tsv
bigWig,,minus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SMAD5-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF905AIQ/@@download/ENCFF905AIQ.bigWig
bigWig,,plus strand signal of unique reads,GRCh38,CRISPR RNA-seq,K562,cell line,Homo sapiens,,CRISPR,deletion,SMAD5-human,polyadenylated mRNA,2021-02-27,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF312RKA/@@download/ENCFF312RKA.bigWig
bigWig,,signal p-value,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,sea-1-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF773TPP/@@download/ENCFF773TPP.bigWig
bigBed,narrowPeak,conservative IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,sea-1-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF615HZU/@@download/ENCFF615HZU.bigBed
bed,narrowPeak,conservative IDR thresholded peaks,ce11,TF ChIP-seq,whole organism,whole organisms,Caenorhabditis elegans,,,insertion,sea-1-celegans,DNA,2022-11-01,modERN,"Robert Waterston, UW",https://www.encodeproject.org/files/ENCFF867WBJ/@@download/ENCFF867WBJ.bed.gz
bigWig,,signal p-value,GRCh38,ATAC-seq,HG02884,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF290NSS/@@download/ENCFF290NSS.bigWig
bigBed,narrowPeak,pseudoreplicated peaks,GRCh38,ATAC-seq,HG02884,cell line,Homo sapiens,,,,,DNA,2021-02-11,ENCODE,ENCODE Processing Pipeline,https://www.encodeproject.org/files/ENCFF255LJM/@@download/ENCFF255LJM.bigBed
